title,body,date,customer_name,customer_profile_link,verified_purchase,country,image_count,video_count,helpful_count,rating,style_attributes
Could be better,"It's not that bad. But it could taste better and also dissolve better. I used my blender and I could still feel the powder grains. I wanted to substitute the Ensure powder with this one for my father, but it's not that good.",17-Mar-22,George,https://www.amazon.com/gp/profile/amzn1.account.AGXX2WAGSIOSZHU67VNRQN73U2RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Tastes great but what���s with the price fluctuation?,"I started using this because the price is great. Now the price keeps going up.
When it was $12 I thought the value was there. This container is small and it���s not worth it for me to buy a small container for $20.",10-Mar-22,Janine Maggiolino,https://www.amazon.com/gp/profile/amzn1.account.AHBWVX63KFCFT2NBKCLYXIGIB3AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
I've bought the vanilla,"I moved to the chocolate after the vanilla went from $10 to $20.
At these prices I won't be buying. I can see a small incremental increase but doubling the price?
Nope. Good stuff though.",19-Oct-22,Queen Bee,https://www.amazon.com/gp/profile/amzn1.account.AGGB7CE2SLWMLGPK2NZL7AD6RWUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,3 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
PRICING,My wife and I loved this and have ordered it MANY MANY times but the pricing has doubled over the last few months and it���s no longer worth the purchase. Flavor is good but you go through the container quickly and the only real perk before was the lower pricing. Now it���s no longer worth it and our search has brought us elsewhere to get more quantity for our money.,24-Aug-21,honestlyOCD,https://www.amazon.com/gp/profile/amzn1.account.AFHQQS46EUTRMCDE7UDL4DQKILAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
My wife didn't like it,"I have to give the 3 stars, because I'm going by what my wife said (I didn't personally use it). She wasn't too happy with it, as she felt it didn't give her the same results as the Shakeology brand. I realize it's a fraction of the price, and it may not be a fair comparison. I guess it depends on how much faith you put into all the hype for these things, and how much is really a placebo effect.",08-Mar-21,R. Alexander,https://www.amazon.com/gp/profile/amzn1.account.AH6GPLBSJ4UMF6KGYAEWWYGGM6LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
"Overwhelmingly ""fake"" sweet taste","Ok first off, I don't have a lot of experience with these types of products. I made my first shake with it yesterday (spinach & banana), took a drink and was very put off by the fake sweetener taste. Maybe that's just how this stuff is supposed to taste, I don't know. This powder has a lot of good reviews and the price point couldn't be beat, but it just isn't for me. Next time I'll be sure to check the ingredients before jumping on a good deal (I usually know better, so...shame on me).",09-May-20,Michelle N.,https://www.amazon.com/gp/profile/amzn1.account.AGRLP3VNQUZWO2ZSW775VFENGKOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Not missing it,"This confirmed all of my worst fears. I was worried about the taste and I was right it's pretty disgusting. I was worried it wouldn't blend well and I was right it took me five minutes to get all the clumps out. I was worried it wouldn't work and I can't feel a single difference. Full disclosure though I didn't finish the entire thing because it was gross so it may work if you take all of it. Also it may work better in a smoothie or shake but it does not work in water, tea, coffee, or anything watery IMO.",05-Sep-20,Kitena Suttles,https://www.amazon.com/gp/profile/amzn1.account.AHGJ5FXMXD52MFPAP3LJZUXFV5YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
I did mix in with skim milk and banana had a great thick smoothie,"Just recieved my product and in compare to other protein shakes I've had, this was not as chalky tasting as others, I did mix in with skim milk and banana had a great thick smoothie, surpressed my hunger for a good 3 hours before next meal. Came packaged well but as soon as opening it came half full, for being such a small container I would've expected it more than just half full like other protein products I've purchased. Im still giving it a chance since I purchased already, still indecisive if I will purchase another after this one, but will have to see how it goes, its really delicious just dissapointed with the amount.",20-Jun-18,Sara,https://www.amazon.com/gp/profile/amzn1.account.AHGB3UM3CYCRCGHYNKRMEUPRAGEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Not like Shakeology.,"As a former Shakeology drinker I can say that this does not compare in taste. I don���t think this is awful, but it���s definitely not tasty like I thought Shakeology was. I don���t find it impossible to drink but I won���t be looking forward to it that���s for sure. To me it tastes kind of like bland chalky hot chocolate flavor. I made it exactly as I used to make my Shakeology (ice, 8oz skim milk and two scoops powder). I read some people thought it tastes sweet and I disagree. I���ll play around with it and add peanut butter but then I���m just adding calories.",15-Aug-19,Steph367,https://www.amazon.com/gp/profile/amzn1.account.AGR5RFFZ6R4J5UUQG6AW3G457JYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,1,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
This is a lot better mixed with almond milk than just water,"Meh. It's okay. The vanilla flavor is a bit fake. It has a slightly strange aftertaste, but isn't overpowering.
This is a lot better mixed with almond milk than just water. I haven't tried blending in fruit (no blender and little fresh fruit here in bush Alaska) I added a touch of honey which made it much tastier. It keeps me full from 7:30 to noon, which is awesome! I teach so I can't always eat a snack.
It mixes well in my blender bottle and isn't clumpy, which is nice.
I've used Advocare Meal Shakes in the past, and those are much better. Will probably spend the extra money to get those instead next time.

Overall, it's a good value for the money, but I probably won't buy again.",31-Oct-15,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGKWUXJ25OVTGW2GACAGRJBRYIKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
I found a way to use it but won't buy it again,"Eh... I didn't like it at all when mixed with milk or with cashew milk. Sure, it's got nutrients . . . but it didn't dissolve well so there were chunks of powder than I was not a fan of, no matter how much I stirred and mixed, and was only slightly better when made with water (and then it was thin with slight chunks). But, I found an occasional use - I make a smoothie that's half coffee, a little bit of milk, a frozen banana, and a couple of ice cubes, and 2 scoops of this protein powder. That tastes pretty decent - still a little grainy but the banana helps a lot. Sort of a mocha/banana split effect.",04-Aug-16,Amy,https://www.amazon.com/gp/profile/amzn1.account.AHC32RM4FSXMPG4CQO63LMZNPRTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Good,"This tasted so GOOD!!! At first I just used almond milk and 2 scoops and it didn't appeal to my taste buds so I added fruit any kind of fruit u like with almond milk and ice and blend, it is really really GOOD! The only thing I didn't like about is that it tasted like crap with water, it tasted better with milk but after you drink it about a few seconds in there was this weird taste! It's only with the vanilla the chocolate is AMAZING!! But all in all it was good, it will do it's just if u drink alot of it for a meal.",24-Dec-18,Helen,https://www.amazon.com/gp/profile/amzn1.account.AED75NE2NJMKG3E3I77M4LI5XEVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
i'm on the fence...,"This stuff is.. ok. I've been having a protein shake every morning for a week now and the taste is pretty good. I mix 2 scoops with almond milk, a frozen banana, and a tbsp. of pb fit. I've also tried almond milk and frozen strawberries which is also yum. It keeps me pretty full until lunch time and has a pleasant taste. The only real negative I have is that for the past 3 days this stuff has been giving me some wicked gas... I mean WICKED. Like I cant let one slide at work or I will clear the office. Bad.",30-May-19,melissa s.,https://www.amazon.com/gp/profile/amzn1.account.AHO2MZGMGUFQOXKU2M33IGHTXG2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,11,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
"Great, but huge price hike","I love this product but when I first started buying it, it was less than $10 per can. A week or so ago it was about $10 and then the price jumped up to $18.40! It���s still a cheap alternative to pricier powders but the cost has increased by 50% since I first purchased it. Not sure what happened but I���m pretty disappointed.",29-Jun-21,Jessica F.,https://www.amazon.com/gp/profile/amzn1.account.AEIJ7AE4VIDWIQTQG5J5VHPDILNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Making me sick,"I'm giving this 3 stars because the flavor I bought, chocolate, really isn't that bad tasting and it's cheap. It actually tastes kind of good. But I've noticed that I've been really sick to my stomach lately. A lot of nause, diarrhea and bad stomach cramps. I thought it was due to eating a lot of fruits and fiber. For the last 3 days I haven't been sick and I hadn't drank my shake either. Well today I drank a shake and within an hour I was very sick exactly like before. So I think there's something in the shake making me feel this way. I definitely won't be drinking it anymore.",18-Jul-17,Daniel Krause,https://www.amazon.com/gp/profile/amzn1.account.AH6VGNC35QFFP7XP6JB5BSJFC2CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,5,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
good but too sweet,"I bought this product based on the good-great reviews. I was looking for a replacement for another shake that I love, but hoping to save money and lower the sugar content of my morning shake. This NB shake had great flavor initially, but then I found it to be too strong, too sweet, which is a lot for me to say as a true sugar addict. I like that it is packed with vitamins and sweetened with stevia (no bitter after taste either), but on the negative side it's too sweet for me and the consistency is too thin for my taste. Probably will seek another option or go back to my old favorite and try to reduce sugar in other ways.",24-Feb-16,ALLW1224,https://www.amazon.com/gp/profile/amzn1.account.AGCPLU7GRDNNFL4C5UWXRVPE335Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
"The taste is rich and slightly too sweet, the chocolate flavor","Even when I blend this powder with a ninja blender (it can blend ice into crystals), it still has residual clumping the bottom. The taste is rich and slightly too sweet, the chocolate flavor, that is. I'm ordering the vanilla flavor to give an equal review on it.
The taste is worse with water. Do not do that! Do yourself a favor and use a milk base.
It tastes slightly better with whole milk, even better so with a banana, instant coffee, and 2 cubes of ice, so that's what I do. I haven't tried the other milk alternatives but I can only imagine similar results.",13-Apr-18,Lindsey K. Little,https://www.amazon.com/gp/profile/amzn1.account.AF2LUQE42QEICTTOAZTVXQV4YCQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
not the best,"I try many protein ,this is not my favorite",10-Dec-22,abrahamandgabrailworld,https://www.amazon.com/gp/profile/amzn1.account.AGRPUF4LRNGAHDXWF5PRETFC2OSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
"It used to be cheaper, now it is not worth it.",It used to be cheaper that is why it was worth purchasing. Now for some reason it is hard to get an 50% more expensive. I think it is not worth it anymore as one can get a better one the same price from other brands.,16-Aug-21,Aleksandra Spyra,https://www.amazon.com/gp/profile/amzn1.account.AFA2XVFDHDQANXO6HWAZCFET5OPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
"Okay taste, doesn't dissolve easily.",I don't hate this mix but I don't love it. It tastes okay but it is so hard to mix. I always have chunks no matter how much I mix it!,27-Jan-22,Amanda Heit,https://www.amazon.com/gp/profile/amzn1.account.AE2ORSZJZYT3CWIZ5NFHOWYBBRNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,3 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Mixed up,"Normally I love this product, but I ordered Decadent Chocolate and received Vanilla Bean. I didn���t notice until I opened the container and saw the white powder because on the top lid it was marked correctly. Since it���s been opened I���m sure I can not return it nor do I really want to go through that hassle. I did happen to try it, and I���m not a fan.",27-Feb-21,Kassie,https://www.amazon.com/gp/profile/amzn1.account.AGJYG4HNBKAHO7LIAULXEAHLMD6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,2,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
TOO SWEET!,Im kinda new to protien powders ive tried a few and always felt thry were chalky or too sweet. This isnt chalky but its so sweet i would do two scoops instead of the recommended two but then i dont grt all the health benefits. Its good but very sweet for me. Ill keep it because of the goid value but i wont be repurchasing . Unless they have a sugar free one? With no fake sugar.,21-May-20,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFWQLOOAPEDOHQMFXGVKH2VIDGBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
It's alright..,"The shake is not filling on it's own. I've found that in order to use it as a meal replacement you need to not only mix with milk, but also add something else like oatmeal. Also, the flavor is not great. It's much more artificial than some other shakes out there.

That being said, if you can stomach it everyday, I've found that it has decreased my appetite significantly and I have more energy when I have it for lunch. I think overall the best selling point is the price...",20-Dec-18,rd123,https://www.amazon.com/gp/profile/amzn1.account.AF3ZIVLUMGCRBFTVAMWEJVMSF32Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Its good with few exceptions..,"The taste is pretty bad, so I mix it with soy or almond milk and coffee with some ice. The coffee masks the taste and its better. Do not drink this stuff plan, make sure to add stuff to it or else you will taste the vitamins...I gave 3 stars because The amount you get for the price doesnt last long at all, maybe like a month.

The pros is that it has vitamins which is always a good thing and also this makes you feel full quicker so you wont over eat. I will purchase again because I did like it, but perhaps Amazon should cut the price down a little more.",09-Mar-16,Brittany,https://www.amazon.com/gp/profile/amzn1.account.AEZXGTHGO3HRKW4MIIB5SCG7SNZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Ehhh alright but not the best texture,"The taste isn���t awful and it doesn���t have the bad aftertaste like most proteins I have however it has like an oatmeal consistency when blended and not a true vanilla flavor. The reviews made it sound so good so I was hoping but I probably won���t buy this again I don���t like the texture, I even tried to put it in a smoothie but I could still taste it",07-Jul-20,Devlyn,https://www.amazon.com/gp/profile/amzn1.account.AEOABBLAC7GJHH5PHVCEQMVJUT2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
stomach aches,"Leaving 3 stars bc this tastes good & those without dairy sensitivities will love it! But I can���t give it 5 stars because I have been the gassiest person alive since I���ve been drinking it. This is the first time I���ve ever felt like an actual stink bomb, it���s terrible. I���ll spare the details but it has affected my bowels as well. Good quality product but it made me value vegan protein protein shakes even more! I will be returning back to using pea protein after this experience!",05-Apr-19,Jusme Kamil,https://www.amazon.com/gp/profile/amzn1.account.AG6D53GTZJQ62PQHVAVP3URRPHWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Missing 1/4 of the mix ����,"Missing 1/4 of the product. If you���re gonna charge so much and your item is gonna take so much room on the store shelf and my pantry you might as well fill the whole damn thing up and leave out the scoop, I got my own and yours just gets lost and nasty in there. You���ll save yourself some money on renting store space and plastic!!! So freaking sick of protein shakes being like this!",03-May-20,R Eason,https://www.amazon.com/gp/profile/amzn1.account.AHK3SCIKCFFQ6AR7L64G5JDPDCMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Not the best!,"The product is awesome... So I thought! I enjoyed it every morning. However, I was trying to figure out why I had a rash under my neck. My skin was breaking out really bad. I���ve been using the same products soaps, washing pods, etc for ever. So this was the only thing I added new. I had to stop using this product... Not to mention, I had server diarrhea for the first few weeks.",06-Mar-20,Deborah Love,https://www.amazon.com/gp/profile/amzn1.account.AH5NFZVOCA2T6KZNU44WHDM2LWQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Received wrong flavor :(,"I have tried the vanilla before, which I really like. But I bought chocolate the second time around and received vanilla again. Somewhat disappointing but not the end of the world. Blends well in a shaker bottle, I mix with almond milk or water and drink as breakfast. Ingredients are good and non irritating. It���s a good size container/price point for someone who isn���t sure if they want to do protein shakes. I definitely recommended I just wish they had sent me the correct one",03-Jun-19,Kels H,https://www.amazon.com/gp/profile/amzn1.account.AG33RCBMUOHLHMVSKTYZKYFTELRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Tastes okay - but is a Soy based product,"I found this searching for a decent substitute for Isagenix. It tastes pretty good, not great. I highly recommend using almond milk instead of water and adding a half a banana to improve the flavor. Unfortunately, I won't be purchasing again simply because it is soy based and the package does not say it is Non-GMO or organic - so I don't feel the risk is worth it. My understanding is that some soy is okay but only in small amounts and if you can be sure it is organic/non-gmo. (which this doesn't seem to be)",22-May-17,J. Davidson,https://www.amazon.com/gp/profile/amzn1.account.AH6JER72QSVKPXAMIOBTQFMJMSDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Not filling but good for extra protein,The mixture is too thin & it���s not very filling. I mix with another protein powder.,11-May-22,Tracy B,https://www.amazon.com/gp/profile/amzn1.account.AFUYPEZMWIEYOIIJ7FBNYWZBMZ4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Not what I expected.,I was disappointed. It smelled like paint and tasted like raw pancakes batter.,11-Jun-22,Andrea Salcido,https://www.amazon.com/gp/profile/amzn1.account.AG6KABCTA72AP2RKSTSTVKHVFHTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
MEHHH keep looking for other options,"It's chalky, you can shake/stir all you want... but it doesn't dissolve properly. The taste is good, just like Nesquik. When opened you can notice it's not filled all the way up. This is my first protein, and I guess its just okay but If I were someone else who has taken other proteins shake I would be pissed. Honestly there's probably much better options out there, but if you're a beginner like me, and don't feel like spending a bunch of money in a protein shake mix, then I guess it works.",06-Mar-18,Sofia,https://www.amazon.com/gp/profile/amzn1.account.AGIEYT6QWA3VU3NPC62UJ2YNJWJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Not very satisfied,"I bought this on the recommendation of a friend. The shake itself is tasty, and helped keep me filled during long days. The ingredients are great, and I don't feel at all nervous about drinking the shakes on a regular basis.

The package claims it contains a pound of powder (a two week supply) and while I didn't weigh it to confirm that amount, it certainly did not seem to be enough to last me two weeks. In fact, the container was only half filled with powder. While that might have been the advertised amount of powder, a half-filled container is a waste of packaging product and space.

I'd recommend giving it a try to see if you like it, but I am on the fence about making this a regular purchase.",16-Aug-13,NCIS Fan,https://www.amazon.com/gp/profile/amzn1.account.AGQTH7NARJNXTCXBHNEYEPTUWEHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Flavor is not good and overpowering,"Flavor: The flavor of this protein is not pleasant. It taste like cough syrup and it over powers every shake I have made with that unpleasant flavor.

I bought this product because of its added vitamins. I like being able to obtain the protein and vitamins all in one sitting from one product.

While it provides protein I will not be purchasing again due to its flavor and soy content.",14-Nov-20,Anonymous,https://www.amazon.com/gp/profile/amzn1.account.AEW3I4M2OWS2NI74KYFHPNQFBEMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"Good Taste, Somewhat Gritty","Ordered the chocolate flavor as a meal replacement. I normally hate that chemically sweetened flavor these types of shakes have, but it's way less discernible in this one and overall a totally decent taste. It kind of reminds me of ovaltine's more boring cousin. I reccomend adding a splash of almond milk or even a little instant coffee to kick up the flavor. The only real issue I have is that there a definite grit factor. A blender bottle is not going to get it out either in my experience so far. Going to try it blended with ice in hopes of masking the grittiness.",17-Aug-16,J J.,https://www.amazon.com/gp/profile/amzn1.account.AHZ4DAFWABTPKA7Z7YCJ5VDHRYXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
You have to drink it all right away.,"I gave this 3 stars because I usually blend me a shake before I leave for work in the morning. I noticed that unless I drink it all down right away it starts tasting TERRIBLE. Almost like a chemically, gasoline taste. If I take it with me for the car ride it won���t last until I get to work. I had to throw it out because it was so bad. Fine initially tho. Not good, but fine. I���ve had better taste wise.",21-Apr-19,janelle morris,https://www.amazon.com/gp/profile/amzn1.account.AFUWVEK2NCKWCJCZQA22MMLA3RCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Price Increase,"I used to love buying this protein powder because it was worth it for the price. However, now the price has more than doubled and I think I might start to search for a new product.",20-Aug-21,Graciela,https://www.amazon.com/gp/profile/amzn1.account.AFGCI7EG5JHRNYUFB75EWSSAGNGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Concerning Packaging / Good Nutrition,"I bought this product because an online article gave it good reviews. I waited a month to get it. I was immediately concerned with the packaging. When you take the plastic off the the top of the lid to open it the whole label comes off. There is no perforation to seperate the lid cover from the label, it is all one piece. It made me wonder if this is even the actual product portrayed. The taste was okay, not great. The nutrient profile is comparable to Shakeology but this is 1/4th the price. It doesn't blend very well with ice though. It starts to seperate and it's a little chalky.",21-Apr-15,CoachMom,https://www.amazon.com/gp/profile/amzn1.account.AEOFPZ3JR7QIKQRUH26VQREJXPHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,1,0,45,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
"Yummy, but gave me stomach issues","I've been trying different protein shakes lately. This one was the first one I tried and I tried it with water and it was really gross. Turns out, I just had no idea how actually gross protein shakes just are. In comparison to others, this one is DELICIOUS. Especially mixed with milk. On the downside though, like many others have stated in other reviews, it gave me terrible gas and loose stools. Even though it tastes good, it's just not worth the stomach troubles.",30-Jul-18,Carolyn,https://www.amazon.com/gp/profile/amzn1.account.AGCLNV24WZGZBQENBNUGYN7RXIKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
You get what you pay for,"I was very disappointed in this product. I was looking for a lower cost protein shake, and this looked good. But it doesn���t taste good. Very thin in taste and consistency, and not very sweet or chocolatey like I had hoped. Had to add a lot of extras - pb powder, sugar free syrup, etc. to try to make it palatable. I like that it has a lot in it (Fiber, probiotics, etc) but they left the flavor out!",06-Feb-19,Lyric G. Eads,https://www.amazon.com/gp/profile/amzn1.account.AFQM2BZMEMPWODBSHXIC7RTFZFIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Now I know why it tasted! Good!.,"It can be sweet but hardly good for the body with fructose and soy on a regular basis . this is a filler. It wont help With weight management. It may provide nutrients but based on. Two ingredients alone. Don't expect a change in your body. Unfortunately, I've been using this on and off for years. I could probably just drink it and never lose a pound.",06-Feb-20,BearCat,https://www.amazon.com/gp/profile/amzn1.account.AE6MLLQV5ZXYTWMFXFHPP6EO7RPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"Seems to work well, however, the price is going up and the contents are getting smaller :/","easy to use (nice mix of vitamins, proteins and many other great nutritional things). Just get the full size correct and bring back the correct weight of the product.",08-Oct-21,D,https://www.amazon.com/gp/profile/amzn1.account.AGUI2VTOP3PDLM7SCNX3V3I6I7BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
It's okay,"The vanilla tastes decent enough. Not chalky & blends well. I mix it with water and have to say, it kinda just tastes like vanilla flavored water. It is not as rich tasting as other protein powders I have bought. So you don't really get that 'full' feeling to supplement for breakfast. For the money, it was worth trying. I used to order the Ideal shakes but they are expensive and was seeking a cheaper alternative.",26-Apr-19,Dani C,https://www.amazon.com/gp/profile/amzn1.account.AFK56EUELCFJFKQNVZ44PNQMX4XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Weird Taste,"I bought this because everyone said it tasted great (like a shake)... but I don't think so. I've tried it now with both almond milk and lactose free 2% milk on multiple occasions, in a shaker bottle, and something about it consistently tastes ""off."" I can't tell what it is, but it's not great. Maybe I got a bad batch? I prefer the taste of Slimfast products to this one.",02-Mar-20,Hello22,https://www.amazon.com/gp/profile/amzn1.account.AE27P76YJU77LAH6WPJHOVOZC5UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Good but wished they didn���t use stevia,This is a pretty good protein powder. I use it in my smoothies in the morning. I don���t like stevia and they used stevia as a sweetener. I feel like stevia has a weird taste and an even weirder after taste. If they didn���t use stevia I���d give it a 5 star review. It has good vitamins and it���s priced good.,12-Jun-20,LP,https://www.amazon.com/gp/profile/amzn1.account.AGCWGPEUVJR3LYXRZ35QYMF7YT4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,3 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
